example_id,nl_query,gold_query
e230,Order all relational database owners by the number of relational databases they own.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name order by count(*)"
e231,How many tables are derived from the table 'nycc'?,select count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'nycc'
e232,Show the creation time for all tables in the lake.,"select short_name, creation_date from node_table"
e233,Sort all nosql database owners by the number of nosql databases they own.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_nosql as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name order by count(*)"
e234,Find all tables in the lake derived from xlsx files.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.extension = 'xlsx'
e235,Find records for all columns named address.,select * from node_column where short_name = 'address'
e236,How many columns with descriptions are present in each of the tables?,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id where t1.description <> '' group by t1.node_id, t1.short_name"
e237,How many directory in directory relations are there in the lake that were created in the past 5 days?,select count(*) from edge_has_dir_dir where creation_date >= now() - interval '5 days'
e238,Display the name and description for all databases whose description contains the string 'vector'.,"select short_name, description from node_database where description like '%vector%'"
e239,What are the creation times for all folders in the data lake?,"select short_name, creation_date from node_directory"
e240,Count the number of tables derived from each table in the past year.,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '365 days' group by t1.node_id, t1.short_name"
e241,How many columns is each classification associated with?,"select t1.node_id, t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name"
e242,Show all directories created in the last 24 hours.,"select short_name, creation_date from node_directory where creation_date >= now() - interval '24 hours'"
e243,Order files by extension and from oldest to newest.,"select short_name, extension, creation_date from node_file order by extension asc, creation_date asc"
e244,"For each table in the lake with 10 or mor columns, show the number of columns and the creation date.","select short_name, num_cols, creation_date from node_table where num_cols >= 10"
e245,Show the names of the last 5 modified directories.,"select short_name, modified_date from node_directory order by modified_date desc"
e246,Which directories does the directory 'part2' contain?,select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'part2'
e247,How many tables have a column name 'zip'?,select count(*) from node_column where short_name = 'zip'
e248,List all terms associated with columns.,select long_name from node_business_term
e249,Show all metadata for label association relationships created in the past week.,select * from edge_assoc where creation_date >= now() - interval '7 days'
e250,List all records for the sales quota table.,select * from node_table where short_name = 'fact_sales_quota'
e251,List all folders which have a subfolder size greater than 5kb,"select t1.node_id, t1.short_name, avg(t3.dsize) from node_directory as t1 join edge_has_dir_dir as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having avg(t3.dsize) > 5"
e252,List the creation date of every single nosql database with 'vehicle' in it's description.,"select short_name, creation_date, description from node_nosql where description like '%vehicle%'"
e253,Show all metadata for any 10 tables in the lake.,select * from node_table limit 10
e254,Which are the assets in the lake owned by Jane Doe?,select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id where t1.long_name = 'Jane Doe'
e255,Count total files and folders directly under each folder.,"select t1.short_name, count(*) from node_directory as t1 join edge_has as t2 on t1.node_id = t2.target_node_id join node as t3 on t2.source_node_id = t3.node_id group by t1.short_name"
e256,Name the 5 earliest created folders in the data lake.,"select short_name, creation_date from node_directory order by creation_date asc limit 5"
e257,Find records for all columns that have address in their name or description.,select * from node_column where short_name like '%address%' or description like '%address%'
e258,List all people who own one or more databases in the lake.,select distinct t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_database as t3 on t2.target_node_id = t3.node_id
e259,Which are the directories in the data lake that were created in the past 24 hours?,"select short_name, creation_date from node_directory where creation_date >= now() - interval '24 hours'"
e260,Show the type and length for all columns in the lake within tables that have the word 'vehicle' in their names.,"select t3.short_name, t3.col_type, t3.max_col_length from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like '%vehicle%'"
e261,Count relational databases.,select count(*) from node_rdbms
e262,Show the names and creation date of the 5 oldest derived tables.,"select t1.short_name, t1.creation_date from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.target_node_id order by t2.creation_date asc limit 5"
e263,List the creation dates for all classification labels.,"select short_name, creation_date from node_classification"
e264,Show all the metadata for column from table relations.,select * from edge_has_table_col
e265,Show the number of related assets for each asset.,"select t1.short_name, count(*) from node as t1 join edge as t2 on t1.node_id = t2.source_node_id group by t1.short_name"
e266,Which are the tables belonging to the account 'lakeadmin'?,select t1.short_name from node_table as t1 join edge_own as t2 on t1.node_id = t2.target_node_id join node_owner as t3 on t2.source_node_id = t3.node_id where t3.short_name = 'lakeadmin'
e267,List all the files owned by 'asmith'.,select t1.short_name from node_file as t1 join edge_own as t2 on t1.node_id = t2.target_node_id join node_owner as t3 on t2.source_node_id = t3.node_id where t3.short_name = 'asmith'
e268,"Display the column type, column length and description for each column.","select short_name, col_type, max_col_length, description from node_column"
e269,Give me the creation dates for all business terms.,"select short_name, creation_date from node_business_term"
e270,"For each classification that has 'water' as a prefix, how many columns are associated with it?","select t1.node_id, t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having t1.short_name like 'water%'"
e271,Display the names of the 10 oldest classification labels.,"select short_name, creation_date from node_classification order by creation_date asc limit 10"
e272,Which are the tables that have a column labeled 'borough'?,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t3.short_name = 'borough'
e273,List the top 10 user accounts with the most assets.,"select t1.short_name, count(*) from node as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.short_name, t2.source_node_id order by count(*) desc"
e274,Print out the creation date and owner for every file in the data lake.,"select t3.short_name, t3.creation_date, t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id"
e275,Show all the people who created business terms in the last 10 days.,select t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_business_term as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '10 days'
e276,"Display the name, long name and creation date for all tables in the lake.","select short_name, long_name, creation_date from node_table"
e277,List the number of assets owned by all users with 5 assets or more.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having count(*) >= 5"
e278,Find all assets with the term 'prod' in it's name or description.,"select short_name, description from node where short_name like '%prod%' or description like '%prod%'"
e279,Show all folders in the lake with size greater than 1GB.,select short_name from node_directory where dsize > 1000000
e280,How many association relationships are recorded in the data lake?,select count(*) from edge_assoc
e281,Show the mean size of a subdirectory within each directory.,"select t1.node_id, t1.short_name, avg(t3.dsize)  from node_directory as t1 join edge_has_dir_dir as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e282,How many files were added to each directory in the past 1 year?,"select t1.short_name, count(*) from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id where t2.creation_date <= now() - interval '1 year' group by t1.short_name, t2.source_node_id"
e283,Count the number of columns for all tables that were created in the past 10 days and have more than 20 columns,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id where t1.creation_date >= now() - interval '10 days' group by t1.node_id, t1.short_name having count(*) > 20"
e284,How many labels are owned by each asset owner that owns more than 10 labels,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_label as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having count(*) > 25"
e285,How many nosql databases are present in the data lake?,select count(*) from node_nosql
e286,"Display table name, number of rows and number of columns for all tables whose name begins with 'fact'.","select short_name, num_rows, num_cols from node_table where short_name like 'fact%'"
e287,List all assets owned by the user 'jdoe'.,select t1.short_name from node as t1 join edge_own as t2 on t1.node_id = t2.target_node_id join node_owner as t3 on t2.source_node_id = t3.node_id where t3.short_name = 'jdoe'
e288,Find the number of columns inside each table that have a classification label that contains the term 'phone' in it.,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join edge_assoc_class_col as t3 on t2.target_node_id = t3.target_node_id join node_classification as t4 on t3.source_node_id = t4.node_id where t4.short_name = 'phone' group by t1.node_id, t1.short_name"
e289,Count total relations edges in the lake?,select count(*) from edge
e290,List creation timestamps for directories with size greater than 100Kb.,"select short_name, creation_date from node_directory where dsize > 100"
e291,Count the number of columns for all tables created in the last one week.,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id where t1.creation_date >= now() - interval '7 days' group by t1.node_id, t1.short_name"
e292,Name the last 5 directories that were modified.,"select short_name, modified_date from node_directory order by modified_date desc limit 5"
e293,Give all column names association with the classification 'date'.,select t3.short_name from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'date'
e294,What is the creation date of every nosql database in the lake?,"select short_name, creation_date from node_nosql"
e295,List all unique file names in the data lake.,select distinct short_name from node_file
e296,List the top 10 people who own the most SQL databases.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name order by count(*) limit 10"
e297,Print the total number of nosql databases.,select count(*) from node_nosql
e298,Count the number of nodes of each type.,"select type_id, count(*) from node group by type_id"
e299,Find all classification labels created in the past 2 years.,"select short_name, creation_date from node_classification where creation_date >= now() - interval '2 years'"
e300,List all files immediately under the directory 'part1',select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'part1'
e301,Count the number of columns that each business term has been assigned to in the past 10 days.,"select t1.node_id, t1.short_name, count(*) from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '10 days' group by t1.node_id, t1.short_name"
e302,Count the number of tables belonging to each asset owner.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e303,Show all columns of type integer.,select short_name from node_column where col_type = 'int'
e304,What is the average size of a file owned by each user who owns 25 files or more?,"select t1.node_id, t1.short_name, count(*), avg(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having count(*) >= 25"
e305,Show the number of assets owned by each owner account created in the past year.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.creation_date >= now() - interval '365 days' group by t1.node_id, t1.short_name"
e306,Show table records for the top 3 tables by number of columns.,select * from node_table order by num_cols limit 3
e307,Give me names for any 10 file assets in the data lake.,select short_name from node_file limit 10
e308,Show the number of assets owned by all users who have the term 'uwmadison' in their username.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.short_name like '%uwmadison%' group by t1.node_id, t1.short_name"
e309,Order all csv files by their creation date from the newest to the oldest.,"select short_name, creation_date from node_file where extension = 'csv' order by creation_date desc"
e310,Show all the database records for the lake.,select * from node_database
e311,Order nosql databases by modification timestamp.,"select short_name, modified_date from node_nosql order by modified_date desc"
e312,Count the number of boolean columns in the lake.,select count(*) from node_column where col_type = 'bool'
e313,Print out the descriptions for each column in the data lake.,"select short_name, description from node_column"
e314,Find all tables with 'work' in it's title and a column that contains 'hours' in it's name.,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like '%work%' and t3.short_name like '%hours%'
e315,How many assets of each type id were created in the last 3 days?,"select type_id, count(*) from node where creation_date >= now() - interval '3 days' group by type_id"
e316,List the number of columns for tables that contain at least 50 columns.,"select short_name, num_cols from node_table where num_cols >= 50"
e317,List all tables that have more than 25 rows.,"select short_name, num_rows from node_table where num_rows > 25"
e318,Which columns have the term 'employee' in their name or description?,select * from node_column where short_name like '%employee%' or description like '%employee%'
e319,Print all records for the dim sales territory table.,select * from node_table where short_name = 'dim_sales_territory'
e320,How many tables have the word 'weight' in it's name?,select count(*) from node_table where short_name like '%weight%'
e321,Which files are located one level below the directory 'part1'?,select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'part1'
e322,Show the column counts for all business terms that have 'id' in their names.,"select t1.node_id, t1.short_name, count(*) from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id where t1.short_name like '%id%' group by t1.node_id, t1.short_name"
e323,Print all metadata records for classification labels.,select * from node_classification
e324,How many directories does the lake contain?,select count(*) from node_directory
e325,Which are the tables in the lake that are joinable with other tables.,select distinct t1.short_name from node_table as t1 join edge_joinable_table_table as t2 on t1.node_id = t2.target_node_id
e326,"Print short name, long name and description for files in the HR directory.","select t3.short_name, t3.long_name, t3.description from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t3.short_name = 'human_resources'"
e327,Which tables were obtained from files with the prefix 'watershed_water_quality'?,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'watershed_water_quality%'
e328,Count the number of columns of each type present in the lake.,"select col_type, count(*) from node_column group by col_type"
e329,How many business terms are owned by each user?,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_business_term as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e330,Sort columns by modification timestamp.,"select short_name, modified_date from node_column order by modified_date desc"
e331,Print the column name and description for all columns that contain a description.,"select short_name, description from node_column where description <> ''"
e332,List the top 10 people who own the most relational databases.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name order by count(*) limit 10"
e333,Display all records for any 10 assets in the lake.,select * from node limit 10
e334,List all string columns created in the past 3 days.,"select short_name, creation_date from node_column where col_type = 'string' and creation_date >= now() - interval '3 days'"
e335,Count the number of integer columns in the lake.,select count(*) from node_column where col_type = 'int'
e336,Show the names of all tables that are unionable with other tables.,select distinct t1.short_name from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.target_node_id
e337,How many assets of each type id does each user account own?,"select t1.node_id, t1.short_name, t3.type_id, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name, t3.type_id"
e338,Show all columns of type boolean.,select short_name from node_column where col_type = 'bool'
e339,Count the number of assets owned by each owner id.,"select source_node_id, count(*) from edge_own group by source_node_id "
e340,Print names and descriptions for all columns with the term 'prod' in it.,"select short_name, description from node_column where short_name like '%prod%'"
e341,Print extension and size of the 25 most recently created files.,"select short_name, extension, fsize, creation_date from node_file order by creation_date desc limit 25"
e342,List the files and folder immediately under the folder 'part4'.,select t3.short_name from node_directory as t1 join edge_has as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'part4'
e343,How many files does each owner account possess?,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e344,Show all owner account that own 3 relational databases or more.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having count(*) >= 3"
e345,Show the number of unionable relationships found for each table in the past 24 hours.,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '24 hours' group by t1.node_id, t1.short_name"
e346,Count the total number of tables in the lake.,select count(*) from node_table
e347,"Print the id, description and size for all directories.","select short_name, node_id, description, dsize from node_directory"
e348,How many derived tables are there in the lake?,select count(*) from edge_derive_table_table
e349,Find all tables in the lake that have 5 columns or more.,"select short_name, num_cols from node_table where num_cols >= 5"
e350,Sort all labels chronologically by creation date.,"select short_name, creation_date from node_label order by creation_date asc"
e351,What is the average size of files with each different extension?,"select extension, avg(fsize) from node_file group by extension"
e352,Print the total size of files owned for each owner account.,"select t1.node_id, t1.short_name, sum(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e353,How many columns are associated with each business terms in the data lake?,"select t1.short_name, count(*) from node_business_term as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id group by t1.short_name, t2.source_node_id"
e354,"Display the name, long name, description and last modification date for the column named 'doc_owr'?","select short_name, long_name, description, modified_date from node_column where short_name = 'doc_owr'"
e355,List the owner id for every table.,"select t1.short_name, t2.source_node_id from node_table as t1 join edge_own as t2 on t1.node_id = t2.target_node_id"
e356,Show all the folders belonging to 'mjordan'.,select t1.short_name from node_directory as t1 join edge_own as t2 on t1.node_id = t2.target_node_id join node_owner as t3 on t2.source_node_id = t3.node_id where t3.short_name = 'mjordan'
e357,How many columns does each table have?,"select short_name, num_cols from node_table"
e358,"For each type_id, how many assets are present in the lake?","select type_id, count(*) from node group by type_id"
e359,Print all metadata records for the table named 'fact_reseller_sales'.,select * from node_table where short_name = 'fact_reseller_sales'
e360,Find all tables in the lake derived from excel files.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.extension = 'xlsx'
e361,Show the ids and columns of all columns associated with business terms.,"select distinct t1.node_id, t1.short_name from node_column as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.target_node_id"
e362,How many tables belong to each owner account?,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e363,Which tables contain the word 'weight' in their names a column that contains the word 'building' in it's name?,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like '%weight%' and t3.short_name like '%building%'
e364,Who are the top 10 people who own the most assets?,"select t1.short_name, count(*) from node as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.short_name, t2.source_node_id order by count(*) desc"
e365,Find tables obtained from the file 'nycc.csv'.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'nycc.csv'
e366,Find all tables with the word 'voting' or 'voter' in it's name.,select short_name from node_table where short_name like '%voting%' or short_name like '%voter%'
e367,Select id and names of columns are associated with classifications.,"select distinct t1.node_id, t1.short_name from node_column as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.target_node_id"
e368,Print the creation date and last modified date for the product description id column.,"select creation_date, modified_date from node_column where short_name = 'p_desc_id'"
e369,How many different types of files are there in the lake?,select count(distinct extension) from node_file
e370,Count the columns associated with each classification asset in the lake that has 'water' as a prefix.,"select t1.node_id, t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having t1.short_name like 'water%'"
e371,"Print the name, long name and description for the product model id column.","select short_name, long_name, description from node_column where short_name = 'p_model_id'"
e372,Show short name and long name for the table from the file name 'product_inventory.csv',"select t3.short_name, t3.long_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'product_inventory.csv'"
e373,"For each asset, list whom it belongs to.","select t3.short_name, t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id"
e374,When was each business term created?,"select short_name, creation_date from node_business_term"
e375,Print the type and description for all columns in the table named 'weights_measurements_and_other_tests'.,"select t3.col_type, t3.description from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'weights_measurements_and_other_tests'"
e376,Count the number of assets owned by each owner account that contains the term 'nyc' in it's name or description.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.short_name like '%nyc%' or t1.description like '%nyc%' group by t1.node_id, t1.short_name"
e377,Show me the description for every nosql database in the lake that contains the term 'nvidia' in it's description.,"select short_name, description from node_nosql where description like '%nvidia%'"
e378,How many databases are present in the lake?,select count(*) from node_database
e379,List all records for the csv file named 'prospective_buyer'.,select * from node_file where short_name = 'prospective_buyer' and extension = 'csv'
e380,Sort all classification labels by creation timestamp.,"select short_name, creation_date from node_classification order by creation_date asc"
e381,Show the size of each file in the lake sorted in descending order.,"select short_name, fsize from node_file order by fsize desc"
e382,How many columns of type 'integer' are present in the lake?,select count(*) from node_column where col_type = 'int'
e383,List all columns of type integer.,select short_name from node_column where col_type = 'int'
e384,Print all records created in the past 3 days for relations outlining a column within a table.,select * from edge_has_table_col where creation_date >= now() - interval '3 days'
e385,Select the creation date and modified date columns for all assets in the lake.,"select short_name, creation_date, modified_date from node"
e386,Count the number of assets owned by asset owners among assets created in the past 30 days.,"select t1.node_id, t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '30 days' group by t1.node_id, t1.short_name"
e387,Count the total number of product model id columns in the lake.,select count(*) from node_column where short_name = 'p_model_id'
e388,Find all tables whose name contains 'weight' as a prefix and has a column which contains 'building' as a prefix.,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'weight%' and t3.short_name like 'building%'
e389,Sort all relational databases by the number of tables they contain.,"select short_name, num_tables from node_rdbms order by num_tables desc"
e390,Show the number of files and directories contained by each directory that has more than 25 sub items.,"select t1.node_id, t1.short_name, count(*) from node_directory as t1 join edge_has as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having count(*) > 25"
e391,Identify all classifications with the term 'market' in it.,select short_name from node_classification where short_name like '%market%'
e392,Show the size of the 10 biggest csv files in the lake sorted in descending order of their sizes.,"select short_name, fsize from node_file where extension = 'csv' order by fsize desc limit 10"
e393,How many columns are associated with each classification label that has 'nyc' as a prefix.,"select t1.node_id, t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having t1.short_name like 'nyc%'"
e394,Show the creation dates for the 10 oldest assets in the lake.,"select short_name, creation_date from node order by creation_date asc limit 10"
e395,Sort all databases in the lake by their creation date.,"select short_name, creation_date from node_database order by creation_date asc"
e396,How many columns are associated with each business term that contains the word 'id' in it's name?,"select t1.node_id, t1.short_name, count(*) from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having t1.short_name like '%id%'"
e397,Count all possible unionable tables for each table.,"select t1.node_id, t1.short_name from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.source_node_id group by t1.node_id"
e398,Show the type and creation date for all databases in the lake.,"select short_name, database_type, creation_date from node_database"
e399,Order all csv files by their creation date from the oldest to the newest.,"select short_name, creation_date from node_file where extension = 'csv' order by creation_date asc"
e400,How many assets does the user 'jdoe' own?,select count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.short_name = 'jdoe'
e401,Print the creation dates and descriptions of all business terms in the lake.,"select short_name, creation_date, description from node_business_term"
e402,Show the last modified timestamp and creation date for the column named 'a_type_id'.,"select modified_date, creation_date from node_column where short_name = 'a_type_id'"
e403,How many directories are owned by each owner account?,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e404,"Show the name, long name and description for all folders that contain at least one file directly inside them.","select t1.short_name, t1.long_name, t1.description from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id"
e405,Count the number of tables derived from each table in the lake.,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id group by t1.node_id"
e406,"Display short name, long name and description for the password salt column.","select short_name, long_name, description from node_column where short_name = 'passwd_salt'"
e407,Name any 5 directories that were modified in the past 10 days.,"select short_name, modified_date from node_directory where modified_date >= now() - interval '10 days' limit 5"
e408,What are the 25 oldest folders in the data lake?,"select short_name, creation_date from node_directory order by creation_date asc limit 25"
e409,Show the creation dates for all folder.,"select short_name, creation_date from node_directory"
e410,How many subfolders does each folder have?,"select t1.node_id, t1.short_name, count(*) from node_directory as t1 join edge_has_dir_dir as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name"
e411,Show all columns of type bool.,select short_name from node_column where col_type = 'bool'
e412,"For each type_id, how many edges are present in the lake?","select type_id, count(*) from edge group by type_id"
e413,How many columns does each asset owner own?,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e414,Print all metadata for the job candidate id column.,select * from node_column where short_name = 'job_cand_id'
e415,"For each owner account, display the mean size of a file added in past month.","select t1.node_id, t1.short_name, sum(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '30 days' group by t1.node_id, t1.short_name"
e416,"Give the name, long name and description for all columns named 'mod_date'.","select short_name, long_name, description from node_column where short_name = 'mod_date'"
e417,Show the number of assets owned by each user that owns more than 50 assets.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having count(*) > 50"
e418,Print all metadata for joinable table relationships.,select * from edge_joinable_table_table
e419,Select creation date and description for all account owners.,"select short_name, creation_date, description from node_owner"
e420,Find all tables referring to individuals.,select short_name from node_table where short_name like '%person%'
e421,Print all records the 'dim_sales_territory' table.,select * from node_table where short_name = 'dim_sales_territory'
e422,How many assets does the account 'uwmadison' own that were created in the past one week?,select count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.short_name = 'uwmadison' and t2.creation_date >= now() - interval '7 days'
e423,Show all the metadata for all the relations in the lake.,select * from edge
